Environmental;ecological metagenomes;;;;;;;;;;;;;;;
Organismal;organismal metagenomes;bacterial microbiome;microbiota;microbiome;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
