Metabarcoding;metabarcoding;;;;;;;;;;;;;;
16s;16s rna;16s rrna;amplicon/16s;16s samples;16s;16s rrna gene amplicon target sequencing;16s rrna amplicon;16s rrna sequencing;16s rrna gene sequencing ;16s rdna amplicon sequencing;16s amplicon;rdna;18s rrna;16s;silva database
Shotgun;whole metagenome shotgun;shotgun metagenomic sequencing;wgs;;;;;;;;;;;;
Metagenome;metagenomic sequencing;metagenomes;metagenome;metagenomic;;;;;;;;;;;
